temperature,mixing_speed,residence_time,feed_composition,moisture,viscosity,purity,color_deviation
76.24,227.25,14.15,0.658,11.28,592.4,97.581,5.123
98.64,209.77,41.0,0.532,8.291,579.2,98.5,7.572
84.52,679.11,27.01,0.505,9.513,336.28,99.004,5.494
61.52,129.34,52.8,0.7,10.704,646.87,96.702,5.163
69.37,393.43,31.73,0.444,11.196,510.74,98.062,6.006
102.96,217.74,19.64,0.429,9.116,563.8,97.885,7.827
99.54,715.53,19.56,0.586,9.661,294.93,98.651,5.519
61.63,489.93,48.44,0.76,10.566,452.75,97.21,4.326
73.32,261.97,23.28,0.677,10.961,570.03,98.221,4.815
73.86,451.7,48.36,0.611,10.614,469.83,97.403,5.826
100.31,612.04,20.29,0.683,9.105,369.69,98.38,4.969
61.18,770.68,26.08,0.583,12.056,302.71,97.442,5.798
66.25,254.31,33.27,0.868,11.27,602.14,97.25,3.364
107.99,720.33,57.16,0.427,6.302,276.34,96.551,6.202
70.71,754.01,56.59,0.737,10.384,294.0,96.701,4.716
99.16,741.49,20.34,0.846,9.092,276.18,98.342,3.872
74.29,544.79,27.91,0.802,10.451,412.3,98.277,4.126
65.97,540.87,17.47,0.492,11.816,404.01,97.009,5.665
74.59,382.25,35.5,0.548,9.622,497.71,98.951,5.165
103.34,626.68,33.03,0.759,8.049,336.58,98.537,4.85
111.34,471.91,55.04,0.442,6.086,411.7,96.782,7.735
109.81,574.21,56.5,0.806,6.879,366.09,96.369,5.288
83.83,399.92,29.18,0.759,9.793,490.95,99.185,4.836
100.09,612.05,34.59,0.765,8.848,352.35,98.833,5.357
72.3,677.13,54.81,0.45,10.17,330.9,97.13,5.538
77.59,202.51,50.34,0.759,9.816,591.15,97.977,4.633
113.78,683.05,10.18,0.74,8.524,294.92,96.468,5.351
60.78,478.21,26.0,0.815,12.139,460.3,96.529,3.779
65.13,691.27,31.09,0.421,10.751,337.24,97.299,5.963
72.47,401.91,21.49,0.412,11.198,499.04,98.013,5.978
61.59,365.33,19.98,0.587,11.905,535.13,96.266,4.307
70.89,740.54,11.89,0.474,12.155,307.15,96.661,6.24
94.98,275.82,42.17,0.679,9.526,543.52,98.719,5.67
85.29,690.95,23.13,0.859,10.478,319.66,98.516,4.314
113.56,438.81,12.62,0.596,7.667,426.31,96.334,6.039
109.05,459.87,21.55,0.822,8.301,417.67,97.989,4.43
80.51,315.93,50.1,0.4,9.224,539.94,98.236,6.897
75.57,501.13,52.57,0.484,9.506,432.08,97.214,6.532
82.78,327.65,34.15,0.415,9.502,513.26,98.646,6.721
95.42,127.49,30.8,0.564,9.094,618.54,98.657,6.797
76.08,290.4,58.89,0.854,8.728,553.44,96.153,3.604
97.45,104.47,20.03,0.448,8.959,633.77,98.288,7.073
84.56,784.85,20.77,0.703,10.666,276.77,98.79,4.652
93.12,776.02,24.59,0.626,9.102,261.28,99.044,5.945
86.17,376.61,18.64,0.869,10.651,482.98,98.18,4.235
77.67,609.86,28.97,0.461,9.929,367.54,98.217,7.049
116.91,342.06,55.54,0.506,6.728,479.34,95.896,6.286
105.82,569.77,40.77,0.415,7.311,361.77,98.425,7.123
68.41,663.8,30.6,0.617,11.093,345.11,98.155,5.092
112.11,762.73,56.72,0.539,6.489,254.55,96.327,6.556
89.25,380.15,12.42,0.835,10.264,495.61,98.119,3.988
113.67,648.31,20.51,0.702,8.149,317.94,97.146,6.253
107.99,286.15,38.29,0.707,7.888,528.52,98.194,5.638
85.51,793.23,40.78,0.666,9.704,258.46,99.334,4.378
61.35,118.04,11.98,0.446,12.944,663.48,95.859,6.425
76.12,522.47,30.15,0.623,10.521,434.57,98.246,5.108
92.5,561.65,42.46,0.9,8.689,395.26,98.677,5.281
98.01,581.63,44.9,0.818,9.099,379.18,98.265,4.998
75.47,184.27,41.91,0.847,10.501,631.18,98.649,4.27
68.36,756.97,26.03,0.812,11.104,304.92,97.781,3.685
110.1,226.83,14.68,0.452,8.634,558.23,97.099,7.741
119.06,535.93,31.36,0.514,6.927,358.73,96.933,7.262
91.54,255.87,16.44,0.402,9.921,555.66,97.375,5.71
70.3,315.05,57.38,0.552,9.181,545.04,96.686,6.102
76.34,482.52,33.76,0.454,10.177,456.12,98.636,6.332
61.1,392.04,25.86,0.636,12.734,521.19,97.395,4.356
114.86,212.16,48.32,0.739,6.849,554.35,96.845,6.094
67.07,219.66,34.9,0.837,10.145,613.35,97.899,5.221
94.59,392.7,25.5,0.775,9.877,482.56,98.954,5.13
76.44,630.1,50.6,0.869,10.051,370.5,98.406,4.233
93.25,728.58,53.36,0.427,7.856,278.52,97.687,7.477
99.09,158.89,43.65,0.406,8.299,603.06,98.508,6.971
109.78,375.17,12.35,0.731,8.475,472.42,96.811,4.508
72.39,170.17,38.32,0.545,10.269,629.11,97.878,6.338
60.66,111.61,48.16,0.527,11.496,667.69,97.02,5.817
68.21,563.2,16.83,0.565,11.763,402.22,97.5,4.721
114.0,521.71,21.43,0.535,7.221,394.05,97.532,6.51
112.43,214.11,54.12,0.656,6.47,550.94,96.561,6.464
95.84,263.67,11.01,0.62,9.937,541.47,97.588,5.858
96.03,116.6,47.64,0.656,8.612,632.0,98.587,5.473
99.9,684.46,33.69,0.736,8.55,305.34,99.316,4.784
70.52,782.28,32.34,0.594,10.751,272.86,98.585,5.057
114.86,194.82,10.35,0.526,8.869,565.57,96.104,5.984
85.13,262.03,50.97,0.483,8.835,547.17,97.603,6.471
82.99,707.89,27.99,0.575,9.834,302.61,98.856,4.831
91.14,748.52,37.04,0.771,9.551,300.66,99.11,4.778
62.82,393.74,43.87,0.778,11.092,517.51,97.613,3.412
69.98,135.44,45.13,0.733,10.366,647.25,98.347,5.37
104.28,127.57,57.8,0.517,6.994,617.32,96.66,6.651
64.97,501.76,36.57,0.694,10.754,452.44,98.479,4.362
96.19,375.03,29.99,0.685,8.8,495.65,98.374,5.584
74.72,120.06,57.69,0.642,9.332,653.71,97.005,5.089
83.36,508.28,42.11,0.675,9.351,433.26,98.507,5.248
77.32,107.91,24.91,0.646,11.272,642.41,97.931,5.197
81.34,651.16,16.32,0.683,10.968,338.09,97.952,4.601
103.14,314.5,52.13,0.758,7.711,516.97,97.179,5.405
77.83,128.18,28.11,0.455,10.509,645.42,98.521,6.13
93.98,511.85,43.02,0.775,8.985,407.56,98.769,4.087
88.56,378.38,33.54,0.468,9.537,491.54,99.262,6.709
99.82,781.66,19.95,0.433,9.152,246.11,97.693,6.601
116.21,480.94,40.08,0.888,6.96,409.89,97.799,4.599
103.95,292.67,13.03,0.878,8.914,537.59,97.496,4.679
72.9,596.61,30.67,0.43,10.967,387.83,98.659,6.309
61.87,290.04,37.33,0.622,11.354,563.36,97.352,5.522
75.74,732.97,31.8,0.493,10.298,292.94,98.168,5.872
95.7,362.31,47.43,0.643,8.607,491.2,97.973,4.692
63.09,484.91,51.4,0.815,10.128,461.68,96.44,3.012
89.78,135.4,48.56,0.875,8.483,628.13,98.593,5.372
95.81,398.28,11.94,0.717,10.364,483.99,98.025,5.215
80.05,682.65,19.71,0.577,10.91,330.52,98.062,5.932
106.25,663.95,36.83,0.702,7.849,319.62,98.61,5.078
66.4,257.02,56.74,0.556,10.118,573.92,95.912,5.706
64.51,258.26,51.75,0.855,10.58,600.74,97.007,3.676
103.69,672.11,52.13,0.835,6.742,294.32,97.823,5.623
89.73,751.28,25.16,0.679,9.628,288.78,98.389,5.095
101.3,166.75,31.47,0.562,9.137,603.86,98.608,6.218
86.09,415.04,33.54,0.547,9.336,469.43,99.162,5.201
74.78,336.22,17.87,0.417,11.122,537.1,96.851,7.646
109.15,709.48,11.55,0.808,8.716,289.96,97.296,4.544
107.96,158.47,57.35,0.625,6.648,595.21,96.656,6.622
101.68,247.79,22.04,0.563,8.699,553.35,98.495,6.838
76.33,626.73,22.0,0.636,11.179,389.71,98.145,4.855
95.41,135.91,14.17,0.809,9.98,636.09,97.392,5.252
81.66,444.77,56.43,0.462,9.094,464.53,97.414,6.112
65.49,409.47,38.99,0.829,10.639,495.72,97.886,3.432
115.04,334.08,43.35,0.849,6.748,495.0,97.472,5.456
68.21,376.2,55.58,0.873,9.936,513.65,97.164,3.669
117.01,470.96,27.28,0.599,7.637,417.6,97.57,6.536
86.76,212.96,41.08,0.509,8.841,586.8,99.343,6.676
71.11,500.4,11.94,0.587,12.257,431.41,96.946,5.72
92.51,663.8,19.34,0.566,10.276,327.24,98.148,5.009
112.38,632.11,51.56,0.488,6.183,317.26,96.784,6.394
103.93,207.73,48.34,0.704,7.283,574.56,98.052,5.487
108.39,204.47,27.53,0.638,7.931,562.0,98.482,5.718
99.53,287.72,28.84,0.833,9.899,536.27,98.394,4.92
101.54,352.75,36.68,0.416,7.996,495.16,98.564,7.775
110.95,385.92,10.01,0.722,9.511,466.45,96.982,6.174
74.98,575.79,22.06,0.781,10.626,394.32,98.2,4.065
89.37,139.68,20.41,0.78,9.668,631.17,98.847,5.115
73.27,124.27,22.52,0.843,10.99,663.59,98.378,4.506
119.26,374.34,50.3,0.765,5.836,456.58,96.655,5.734
116.64,588.01,23.98,0.864,7.621,354.02,97.125,4.122
62.37,235.4,19.58,0.566,11.918,611.66,96.678,6.524
102.33,549.05,35.21,0.652,7.92,387.86,98.667,6.051
115.51,281.88,53.28,0.407,6.68,513.88,95.824,8.063
70.83,720.26,22.07,0.403,11.84,316.44,97.728,6.877
94.08,726.98,13.93,0.52,10.313,292.3,97.839,6.301
114.93,308.1,27.82,0.45,7.759,506.43,98.043,6.774
62.04,261.0,47.38,0.53,10.864,569.85,97.068,5.73
101.85,387.91,37.53,0.489,7.923,458.18,98.75,5.892
77.84,268.37,50.84,0.414,8.974,570.25,98.112,7.01
115.46,570.67,57.98,0.855,6.266,350.45,95.587,4.526
118.26,678.25,49.63,0.404,5.709,294.52,96.326,7.242
116.66,571.16,40.19,0.768,10.622,439.06,93.828,9.054
88.45,677.05,34.67,0.476,9.794,313.14,98.903,6.007
111.72,377.89,12.0,0.856,9.479,476.0,97.099,4.594
110.67,209.42,59.22,0.846,6.597,569.35,96.443,4.937
79.15,616.57,29.17,0.727,10.87,386.03,98.352,3.685
109.73,352.33,17.61,0.736,8.463,482.11,97.582,5.293
62.22,569.89,43.34,0.403,10.441,417.16,97.224,5.016
95.78,289.45,24.21,0.892,9.64,543.16,98.898,3.979
73.8,156.86,39.29,0.839,10.611,633.44,98.323,4.713
67.23,794.81,39.34,0.848,10.937,287.16,97.731,3.688
64.62,209.34,32.29,0.73,11.338,621.38,97.703,4.408
101.78,791.89,51.81,0.572,7.824,246.7,97.605,5.83
80.39,784.1,23.25,0.847,10.266,277.35,98.993,3.205
103.49,655.67,32.43,0.546,7.954,315.69,99.099,6.138
63.92,561.6,36.88,0.681,10.843,407.72,98.153,6.094
78.92,504.46,43.18,0.45,9.696,433.62,98.696,7.298
92.37,706.27,49.2,0.861,7.974,306.92,98.059,4.002
107.44,302.61,29.74,0.47,7.785,511.28,98.101,7.104
79.13,427.38,42.3,0.512,9.426,474.64,98.588,5.591
97.55,533.57,17.53,0.679,9.419,399.32,97.949,4.942
113.16,387.83,56.63,0.782,5.755,453.27,96.447,5.364
96.95,399.24,29.15,0.71,9.034,484.08,99.089,5.019
73.98,331.2,46.48,0.516,10.412,533.6,98.167,6.504
61.46,494.96,11.02,0.4,12.706,447.82,96.086,7.116
112.21,695.4,20.26,0.779,8.861,298.34,97.253,5.044
61.28,241.07,34.35,0.893,12.182,607.48,97.864,3.68
112.48,754.1,53.91,0.805,6.858,268.72,96.503,3.825
91.74,582.36,36.36,0.63,9.062,378.78,98.688,5.846
116.34,676.29,56.49,0.852,6.132,308.87,96.154,3.967
107.93,489.33,34.19,0.605,8.143,420.92,98.653,5.831
119.88,645.66,34.52,0.662,6.726,320.03,97.278,6.257
81.04,111.34,15.99,0.639,10.156,651.04,97.951,6.193
106.03,672.87,50.13,0.624,7.395,301.07,97.672,5.472
84.12,128.1,22.35,0.788,9.937,655.61,98.697,4.624
88.79,722.94,54.98,0.663,7.962,296.73,97.305,4.723
97.65,794.37,55.54,0.558,7.579,244.61,96.981,5.21
112.42,305.85,57.17,0.529,6.269,492.03,96.119,6.451
119.05,247.22,36.01,0.419,6.237,531.67,97.114,6.814
106.1,635.75,43.85,0.692,7.593,333.24,98.131,5.678
85.07,277.12,48.93,0.515,9.289,539.26,98.414,6.532
85.28,705.89,16.55,0.474,10.041,311.31,97.966,6.436
104.25,171.99,40.05,0.727,8.384,589.43,98.632,5.074
74.33,188.17,11.71,0.741,11.066,639.84,97.122,4.257
66.63,785.41,34.88,0.776,12.006,280.7,98.61,3.917
81.28,571.69,17.74,0.652,10.642,387.6,98.16,5.175
77.23,692.82,19.15,0.847,11.176,322.97,98.898,3.696
77.78,327.03,28.25,0.868,9.869,548.21,98.885,3.875
74.02,573.54,31.62,0.804,10.714,397.13,98.559,4.94
62.53,515.97,41.16,0.718,11.247,436.85,97.208,4.641
61.07,522.21,13.72,0.552,12.559,442.84,95.727,6.373
119.26,577.77,35.18,0.891,6.742,344.57,97.016,5.093
85.67,502.75,19.13,0.537,9.973,428.52,98.048,6.84
83.06,400.34,38.7,0.501,10.023,497.7,98.91,5.716
100.78,293.15,41.87,0.621,8.043,531.95,98.357,6.293
73.1,638.01,37.84,0.428,11.005,361.81,98.398,6.037
117.0,258.39,46.91,0.889,6.351,541.41,97.397,3.914
107.18,584.65,26.78,0.694,8.121,373.22,98.241,6.142
65.36,263.33,48.26,0.678,10.888,593.7,97.907,4.826
85.05,537.73,31.64,0.728,9.183,411.67,98.659,4.268
112.75,622.95,34.21,0.649,6.979,339.23,97.857,5.534
116.68,253.1,42.41,0.416,7.109,521.17,96.963,7.186
88.04,141.96,10.92,0.706,10.154,634.5,97.79,5.035
96.8,191.68,42.7,0.758,7.62,583.36,98.023,5.085
70.02,524.2,40.93,0.608,11.282,425.37,97.681,6.091
119.47,694.61,25.49,0.779,6.844,263.98,97.044,4.69
73.9,131.5,14.29,0.514,11.601,649.79,97.811,7.095
116.56,613.91,14.55,0.511,8.128,325.47,96.487,7.078
98.98,338.92,56.16,0.481,6.294,509.79,96.774,6.955
96.46,434.97,44.46,0.586,8.129,454.89,98.153,6.352
90.76,750.2,16.36,0.824,10.348,293.66,98.721,4.131
73.84,332.38,27.84,0.814,11.087,529.39,98.339,4.904
70.59,425.74,39.62,0.591,10.91,492.01,97.916,5.721
73.23,109.58,51.78,0.695,9.606,680.33,98.004,4.355
71.19,157.12,12.18,0.76,12.209,646.1,97.327,4.852
106.78,281.01,21.83,0.521,8.247,532.0,98.326,7.123
81.01,119.5,54.49,0.484,8.376,646.0,97.215,6.452
63.47,541.96,10.46,0.886,14.929,519.34,91.993,8.57
118.15,398.48,20.07,0.709,7.173,458.23,96.904,5.405
113.03,483.7,57.95,0.891,6.731,401.78,96.25,3.744
115.67,222.25,40.67,0.569,6.278,546.17,97.51,5.903
119.69,307.15,23.08,0.752,7.605,487.64,97.353,4.809
70.43,564.68,13.35,0.511,11.745,397.18,96.47,6.111
83.77,775.71,11.41,0.531,10.846,275.79,97.681,4.471
105.49,135.29,22.24,0.656,9.191,615.1,97.796,5.706
101.76,723.27,54.07,0.56,7.148,284.97,97.618,5.57
69.23,503.82,30.8,0.484,11.311,439.62,97.971,5.837
108.95,494.74,46.02,0.531,7.158,389.52,97.438,5.567
73.47,450.19,55.91,0.418,9.392,460.33,96.756,6.714
73.43,148.58,30.4,0.752,11.751,636.7,98.107,4.17
92.22,162.91,19.56,0.646,9.262,605.25,98.43,6.371
95.58,520.64,35.86,0.447,9.211,406.57,98.585,6.397
94.81,338.67,55.4,0.486,8.054,498.71,97.658,6.595
65.49,742.09,50.22,0.451,10.193,299.79,97.192,5.862
112.65,384.61,13.29,0.706,9.187,448.81,97.27,5.753
75.94,200.3,44.63,0.447,9.089,601.37,98.321,6.654
67.77,600.3,38.59,0.777,10.673,381.61,98.256,3.879
113.32,305.35,55.37,0.41,5.805,503.48,96.664,7.671
117.34,467.83,16.12,0.525,8.129,403.34,96.321,6.964
111.73,588.48,36.7,0.845,7.035,356.88,97.613,4.192
108.57,730.18,53.97,0.759,9.517,351.31,92.595,12.35
99.31,654.53,30.5,0.436,8.586,336.21,98.254,7.309
93.05,573.45,34.1,0.811,8.902,385.8,99.803,4.777
65.22,575.74,13.52,0.647,12.456,389.52,97.06,5.316
84.51,762.15,23.91,0.823,10.184,273.41,99.429,4.074
82.36,307.08,26.23,0.7,9.874,541.49,98.805,4.67
75.59,100.78,57.26,0.741,10.433,659.26,97.201,4.561
103.41,290.37,24.13,0.897,8.595,507.89,98.347,4.557
89.75,252.52,33.04,0.516,8.435,570.97,99.215,6.917
64.86,563.28,43.57,0.712,10.509,418.81,97.225,5.855
73.21,543.6,18.11,0.63,10.92,418.68,97.0,5.631
101.0,515.42,34.32,0.42,8.661,393.91,98.383,6.401
64.57,111.37,46.93,0.407,10.739,670.14,96.744,6.353
111.07,610.14,53.34,0.46,6.744,331.29,97.183,7.993
89.71,326.47,41.31,0.725,8.827,524.31,99.417,5.013
88.84,565.54,43.45,0.684,8.814,380.48,98.318,5.133
95.54,489.6,16.31,0.677,12.454,486.95,95.703,11.532
109.48,339.91,57.29,0.416,6.469,475.32,96.617,8.137
80.87,194.2,16.63,0.635,11.224,615.27,97.533,5.865
100.68,166.09,48.73,0.862,7.902,603.77,98.029,4.286
93.94,682.06,23.24,0.599,9.702,311.72,98.461,5.107
76.02,742.88,56.68,0.712,9.498,301.22,97.349,4.656
112.72,554.85,46.0,0.79,7.273,378.51,97.113,4.982
107.85,172.4,47.69,0.792,7.341,601.35,97.732,5.649
99.51,381.42,20.95,0.66,9.333,482.62,98.143,5.924
111.03,610.26,32.15,0.829,8.234,337.16,98.29,4.504
112.04,645.87,40.89,0.596,6.905,319.33,97.699,5.749
102.5,182.75,48.5,0.844,7.286,606.26,97.905,4.721
110.22,100.02,15.2,0.52,8.104,633.32,97.034,6.708
101.85,598.5,58.12,0.54,7.181,361.14,97.405,6.133
100.81,349.62,54.51,0.427,6.596,498.25,97.163,7.115
97.12,278.14,23.52,0.798,9.479,548.93,98.361,4.428
105.16,109.03,51.14,0.609,7.169,634.41,97.7,6.658
69.52,478.21,35.92,0.515,11.251,449.59,98.123,5.64
112.85,695.81,33.09,0.516,7.203,277.98,97.405,6.045
112.31,770.34,25.72,0.851,7.903,255.2,98.552,4.196
61.75,496.02,39.05,0.817,11.801,450.33,97.417,3.958
109.55,460.12,46.49,0.677,7.668,417.72,97.555,5.712
67.73,159.54,30.55,0.708,10.994,635.72,98.144,5.158
80.11,484.21,41.46,0.637,9.782,461.49,99.185,5.744
104.61,365.99,44.97,0.596,7.679,483.2,97.599,6.804
69.65,524.99,45.56,0.858,10.557,436.1,98.031,3.864
109.08,372.11,12.6,0.463,8.678,461.55,97.487,6.498
109.93,268.21,52.99,0.609,7.252,516.39,96.996,6.14
90.45,166.48,32.91,0.572,8.534,602.49,98.604,5.707
60.38,320.44,23.12,0.649,12.04,567.5,96.822,5.841
77.22,167.65,22.09,0.629,11.086,627.17,98.379,6.598
97.02,223.83,34.15,0.659,8.912,575.95,99.297,6.085
118.87,791.14,54.34,0.47,6.455,235.6,95.698,7.196
97.91,410.87,28.92,0.657,9.398,460.48,99.057,5.733
75.59,472.31,47.49,0.521,9.621,461.72,97.588,6.095
98.04,711.53,14.84,0.492,10.082,288.12,97.319,5.498
92.4,796.9,33.8,0.432,8.762,260.33,98.743,6.42
106.79,507.9,59.58,0.781,7.084,407.97,96.809,4.499
66.42,668.73,48.52,0.614,11.169,334.79,97.345,5.118
105.66,328.86,20.53,0.713,9.221,498.07,98.108,5.475
92.48,314.02,35.07,0.764,9.12,513.23,99.129,5.926
117.78,381.89,21.68,0.74,7.583,471.62,97.372,5.994
80.51,570.76,30.48,0.635,9.614,391.82,98.648,5.37
97.96,577.53,49.0,0.594,8.016,352.61,98.308,5.684
115.92,320.67,48.56,0.588,6.029,498.13,96.586,7.308
66.15,193.25,21.41,0.72,11.536,619.89,98.121,4.795
116.23,542.68,56.11,0.647,5.614,361.22,95.718,6.063
101.27,189.83,39.63,0.825,7.98,602.18,98.428,4.909
64.07,504.94,29.0,0.837,11.665,450.69,97.945,3.55
78.06,585.4,35.1,0.485,10.256,380.73,98.707,6.082
102.49,590.43,40.25,0.468,7.688,353.13,98.525,5.67
64.04,627.43,37.99,0.715,11.619,364.96,97.808,3.588
94.93,711.0,34.32,0.551,8.771,287.06,98.572,6.059
80.75,449.97,35.25,0.409,9.585,466.11,99.233,7.493
97.25,611.17,18.82,0.844,9.622,353.46,98.617,4.442
62.74,533.42,50.64,0.513,11.388,428.49,97.127,5.281
112.29,230.65,37.09,0.865,7.556,538.16,97.85,4.106
118.41,117.98,16.55,0.759,7.782,597.34,96.673,6.09
118.13,299.18,48.31,0.781,5.757,513.38,96.765,5.092
104.98,410.12,56.62,0.501,6.833,458.21,97.143,7.007
67.81,531.97,57.37,0.517,9.956,438.25,96.732,5.916
105.5,694.97,28.45,0.661,8.181,309.71,98.479,5.69
61.48,237.37,16.78,0.486,15.623,694.73,92.092,9.208
61.33,187.88,35.92,0.553,11.123,633.12,97.943,5.914
79.42,774.44,15.63,0.561,11.615,273.32,97.973,5.39
89.32,175.63,56.7,0.48,8.737,619.75,97.137,6.414
106.22,434.94,19.18,0.503,8.339,449.29,97.892,6.192
101.0,509.89,22.64,0.794,9.296,410.71,98.015,3.552
86.75,478.96,30.33,0.484,9.217,436.41,99.209,6.264
76.42,160.22,29.16,0.414,11.115,636.91,98.072,7.642
119.83,139.92,49.73,0.715,6.24,597.89,96.265,6.334
85.57,173.84,32.82,0.888,10.16,629.19,99.183,4.323
87.08,509.91,18.54,0.566,9.59,401.08,98.603,5.471
69.82,481.04,23.36,0.459,11.655,453.9,97.877,6.658
107.69,263.62,35.46,0.685,7.815,533.54,98.525,5.719
101.62,546.44,17.37,0.853,9.598,403.52,98.039,5.154
73.25,674.05,40.58,0.792,10.715,355.64,98.434,3.548
64.94,129.11,38.29,0.711,11.13,662.45,97.844,4.527
100.83,448.69,45.74,0.558,7.574,451.32,98.181,5.799
99.27,582.52,56.89,0.671,7.727,382.18,96.656,4.636
76.4,276.62,55.61,0.446,9.217,560.31,96.923,6.109
117.05,315.44,57.3,0.739,9.303,615.08,92.278,12.243
69.06,529.55,22.24,0.763,11.224,429.03,97.788,3.92
85.94,728.55,16.58,0.883,9.97,300.72,98.201,1.767
116.62,666.95,25.11,0.53,7.37,308.53,97.165,7.021
85.18,508.19,54.75,0.409,9.011,415.54,97.262,5.898
98.31,611.16,58.6,0.673,7.478,353.51,96.803,5.613
83.86,355.38,52.97,0.753,8.657,524.41,97.797,4.817
76.45,548.68,15.5,0.795,11.669,411.89,97.773,5.268
119.04,426.33,57.37,0.497,5.424,418.03,95.496,7.472
84.56,232.96,31.17,0.531,9.874,580.19,98.844,6.021
113.65,591.22,10.47,0.656,8.51,343.33,95.976,5.393
73.8,489.53,32.12,0.565,10.971,450.41,98.076,6.346
72.79,351.04,12.3,0.83,11.18,534.43,97.967,3.385
61.87,737.94,37.19,0.637,11.042,325.77,97.152,4.774
99.1,114.65,26.93,0.8,8.31,640.09,98.616,5.003
82.11,321.04,33.67,0.69,9.851,541.91,99.094,5.008
111.86,139.82,40.66,0.787,7.739,598.51,97.995,5.555
88.39,636.57,53.44,0.566,8.224,352.25,97.942,5.828
118.09,591.48,43.1,0.816,6.438,363.41,96.991,5.105
71.13,331.95,31.7,0.537,11.234,530.16,98.37,5.936
112.12,572.96,50.97,0.673,7.111,375.24,97.04,5.84
106.6,377.16,55.28,0.507,6.825,467.62,96.786,6.759
106.26,629.38,15.99,0.638,9.165,327.56,97.61,5.339
110.69,417.93,36.6,0.559,7.052,448.47,98.328,6.443
105.66,388.6,24.23,0.533,9.047,472.87,98.165,6.167
97.57,754.31,12.35,0.883,10.701,284.73,97.663,3.506
67.87,275.62,43.43,0.48,10.751,562.57,98.074,6.034
61.95,184.31,53.14,0.794,9.791,638.99,96.796,4.233
115.25,509.18,18.15,0.892,7.917,392.02,97.585,4.461
97.0,778.53,50.62,0.41,8.077,242.98,97.357,7.16
107.79,364.49,52.67,0.75,6.799,475.23,97.509,5.045
88.89,143.43,55.72,0.526,8.77,616.9,97.658,6.574
67.04,337.51,23.26,0.42,11.835,538.67,97.321,6.541
67.51,454.15,55.2,0.601,9.737,480.01,96.768,4.983
101.13,213.35,26.03,0.868,8.881,564.83,98.997,4.641
85.82,560.67,37.62,0.406,9.018,390.79,98.576,7.222
72.03,798.42,12.53,0.694,11.746,261.98,97.228,4.572
89.5,416.22,12.19,0.651,10.204,475.82,97.917,5.583
63.85,348.31,46.02,0.837,11.312,535.04,97.072,3.556
94.92,380.49,32.22,0.442,9.774,472.68,98.801,7.85
76.14,180.6,22.81,0.741,10.418,626.98,98.457,4.573
107.85,718.29,19.52,0.74,7.848,280.69,97.564,4.165
78.62,390.38,43.5,0.735,9.658,495.87,98.286,5.205
87.31,371.09,10.02,0.871,10.168,485.19,97.421,4.091
60.7,561.78,50.29,0.812,10.891,427.54,96.922,3.631
64.35,409.42,13.96,0.421,12.58,502.65,96.67,6.079
83.55,553.76,19.57,0.636,11.126,398.74,98.099,6.24
88.8,143.01,29.31,0.599,9.691,612.48,99.135,6.216
96.0,669.61,34.24,0.555,8.697,329.52,98.624,6.195
77.5,758.35,27.75,0.626,9.809,282.68,98.145,5.119
101.7,554.14,26.04,0.592,8.75,376.24,98.406,6.062
111.61,768.2,58.2,0.616,6.375,270.27,96.448,6.466
106.79,206.0,42.08,0.89,7.875,569.21,98.478,4.467
62.38,434.19,11.17,0.444,12.301,490.29,95.923,5.419
88.83,521.26,31.51,0.861,9.402,420.89,98.986,4.523
66.3,507.22,53.75,0.64,9.61,445.49,96.668,5.226
74.52,381.02,25.07,0.712,10.082,509.81,98.427,4.892
119.2,336.66,14.73,0.815,7.529,490.33,95.973,5.392
68.55,188.78,47.92,0.58,9.666,623.43,97.436,5.515
89.93,374.22,40.3,0.615,9.11,492.9,98.796,5.744
97.09,213.86,38.52,0.605,8.281,587.67,98.386,6.034
102.15,614.06,12.68,0.587,9.155,335.32,97.123,5.609
93.58,246.18,17.02,0.863,9.528,574.64,98.4,5.043
60.59,141.0,41.13,0.814,10.048,668.98,97.318,3.478
79.59,486.66,20.39,0.454,11.353,442.67,98.115,7.559
91.06,516.66,35.2,0.454,8.691,417.56,98.631,7.019
65.27,710.34,37.24,0.614,10.935,325.55,98.299,4.023
81.04,503.89,24.18,0.449,9.861,410.79,98.265,6.309
61.99,341.84,57.42,0.71,10.771,542.6,95.997,4.556
64.71,662.11,52.12,0.472,10.416,343.72,96.594,5.997
83.82,478.2,46.12,0.661,8.857,435.91,98.508,4.736
67.96,155.5,13.9,0.404,11.832,627.51,96.938,6.798
94.05,496.1,15.31,0.558,10.549,415.49,97.528,5.975
101.37,735.61,34.64,0.739,8.351,276.82,98.757,4.491
108.04,377.42,18.04,0.642,8.575,454.04,97.969,5.493
72.01,307.43,58.91,0.889,9.184,561.37,97.186,4.257
70.05,200.43,17.93,0.837,10.993,635.8,97.583,3.33
66.27,206.01,34.37,0.58,11.089,618.77,97.947,5.881
98.19,402.94,28.21,0.423,8.992,463.07,99.325,7.423
102.39,516.98,41.97,0.823,8.397,404.14,98.869,4.485
61.9,156.43,16.45,0.856,11.583,649.48,96.529,3.974
116.17,757.7,31.52,0.81,6.923,258.11,97.447,5.286
63.12,628.59,23.74,0.464,11.671,371.96,97.543,5.497
92.48,510.64,54.39,0.899,8.151,412.78,97.503,3.644
102.54,679.91,12.03,0.529,9.296,320.94,97.57,5.947
112.26,156.13,55.69,0.762,6.415,581.97,96.582,6.099
102.85,433.79,51.65,0.854,7.609,456.99,97.889,5.145
